state,county,year,MedianAge,PerCapitaIncome,Population,PovertyCount
Colorado,Conejos County,2018,39.4,19545,8142,1813
Colorado,Adams County,2018,33.6,28897,497115,56588
Colorado,Eagle County,2018,36.5,41064,54357,3793
Colorado,Moffat County,2018,37.8,27845,13060,1796
Colorado,Cheyenne County,2018,35.9,25234,2039,228
Colorado,Dolores County,2018,51.8,24505,1841,250
Colorado,Jackson County,2018,50.9,25467,1296,202
Colorado,Montezuma County,2018,44.4,25161,25909,4140
Colorado,Boulder County,2018,36.2,43831,321030,38546
Colorado,Yuma County,2018,38.4,25846,10069,1438
Colorado,Routt County,2018,39.8,40727,24874,2640
Colorado,Clear Creek County,2018,47.8,40655,9379,509
Colorado,Pueblo County,2018,38.9,24257,164685,30467
Colorado,Park County,2018,50.6,35939,17392,947
Colorado,Mesa County,2018,39.1,28518,149998,22978
Colorado,El Paso County,2018,34.1,32348,688153,72948
Colorado,Arapahoe County,2018,36.5,38972,636671,56802
Delaware,New Castle County,2018,38.1,35847,555133,61530
Delaware,Kent County,2018,37.6,28100,174822,22968
Connecticut,Litchfield County,2018,47.2,42443,183031,12650
Florida,Palm Beach County,2018,44.6,37998,1446277,182863
Florida,Miami-Dade County,2018,39.7,26838,2715516,482656
Florida,Franklin County,2018,45,25037,11736,2091
Florida,Hamilton County,2018,41.5,15097,14269,3243
Florida,Sumter County,2018,67,33629,120999,9839
Florida,Holmes County,2018,42.5,18574,19430,4486
Florida,Lee County,2018,48.1,31924,718679,98969
Florida,Collier County,2018,50.3,43256,363922,44308
Florida,Pasco County,2018,44.6,27786,510593,67545
Florida,Highlands County,2018,53.4,23722,102101,19331
Florida,DeSoto County,2018,40.6,18311,36399,9824
Florida,Columbia County,2018,40.7,23901,69105,11115
Florida,Putnam County,2018,45,19976,72766,17653
Florida,Union County,2018,39.5,15475,15239,2131
Florida,Levy County,2018,46.8,22025,39961,8177
Florida,Volusia County,2018,46.5,27272,527634,78700
Connecticut,Windham County,2018,41.3,31106,116538,11691
Connecticut,New London County,2018,41.4,38109,268881,26140
Connecticut,Middlesex County,2018,45.4,45293,163368,10909
Connecticut,Tolland County,2018,37.5,39668,151269,9390
Connecticut,Fairfield County,2018,40.3,55613,944348,81751
Florida,Washington County,2018,41.8,18112,24566,4901
Florida,Duval County,2018,36.1,30012,924229,139758
Florida,Bradford County,2018,40.1,20481,26979,4743
Florida,Brevard County,2018,47.2,30987,576808,72520
Florida,Clay County,2018,39.5,29138,207291,21831
Texas,Crockett County,2018,35.9,24852,3633,739
Texas,Haskell County,2018,42.4,21308,5809,1053
Texas,Howard County,2018,36.6,23784,36667,5301
Texas,Mills County,2018,50.6,24274,4902,799
Texas,Montague County,2018,43.4,28457,19409,2711
Texas,Panola County,2018,39.3,26403,23440,3623
Texas,Sabine County,2018,52.7,23450,10458,2200
Texas,Sherman County,2018,40.4,26335,3058,460
Texas,Swisher County,2018,35.7,19258,7484,1507
Texas,Hunt County,2018,37.8,25077,92152,15615
Texas,Camp County,2018,38.7,20898,12813,2542
Texas,Hansford County,2018,34.3,20127,5547,883
Texas,Guadalupe County,2018,36.7,30817,155137,14519
Texas,Clay County,2018,46.2,27678,10387,1401
Texas,Hartley County,2018,39.1,20480,5767,266
Texas,Hill County,2018,42.1,24745,35399,5482
Texas,Limestone County,2018,40,21822,23515,4670
Texas,Nacogdoches County,2018,30.6,22580,65558,14631
Texas,Parmer County,2018,33.9,23686,9852,1594
Texas,Parker County,2018,39.7,34705,129802,10627
Texas,Presidio County,2018,41.8,16066,7123,2379
Texas,Val Verde County,2018,31.7,20881,49027,9408
Texas,Culberson County,2018,43,15873,2241,701
Texas,Ector County,2018,30.3,28700,158342,18481
Texas,Garza County,2018,39,19177,6288,778
Texas,Glasscock County,2018,36,30902,1430,136
Texas,Grimes County,2018,40.3,23513,27630,4600
Texas,Collin County,2018,36.6,43439,944350,61635
Texas,Angelina County,2018,37.2,22322,87607,15533
Texas,Cottle County,2018,37.9,20108,1623,507
Texas,Hays County,2018,31.6,30715,204150,29497
Texas,Brazoria County,2018,35.6,33547,353999,31553
Texas,Donley County,2018,41.6,23711,3387,458
Iowa,Dubuque County,2018,38.5,31096,96802,10874
Iowa,Pocahontas County,2018,47.9,27984,6898,829
Iowa,Van Buren County,2018,44.3,27468,7223,932
Iowa,Adams County,2018,47.3,27824,3726,420
Iowa,Audubon County,2018,49,28957,5637,556
California,Glenn County,2018,36.6,21736,27897,5152
California,Butte County,2018,37.1,27537,227075,44410
California,Kings County,2018,31.7,21186,150075,28084
California,Plumas County,2018,52.2,32710,18699,2146
California,San Luis Obispo County,2018,39.1,35832,281455,35303
California,Fresno County,2018,32,23284,978130,232067
California,Kern County,2018,31.5,22553,883053,187232
California,Orange County,2018,37.8,39590,3164182,359503
California,Ventura County,2018,37.9,36891,848112,80058
California,Calaveras County,2018,52.1,32494,45235,5242
California,Sutter County,2018,35.7,26070,95872,15181
California,San Mateo County,2018,39.6,57375,765935,53387
California,Tuolumne County,2018,48.4,33685,53932,6715
California,San Joaquin County,2018,34.1,26145,732212,114294
California,Amador County,2018,50.5,30100,37829,3323
Colorado,Phillips County,2018,39,29236,4318,282
Colorado,Archuleta County,2018,50.6,31035,12908,1370
Colorado,Denver County,2018,34.4,41196,693417,93728
Colorado,Kiowa County,2018,40.4,24012,1449,160
Colorado,Huerfano County,2018,55.1,25636,6583,1024
Colorado,Baca County,2018,47.7,23862,3563,661
Colorado,Gilpin County,2018,45.7,48460,5924,238
Colorado,Kit Carson County,2018,38.5,27471,7635,705
Colorado,Gunnison County,2018,34.5,30127,16537,2084
Colorado,Mineral County,2018,58.6,35229,823,99
Colorado,Ouray County,2018,53,36138,4722,466
Colorado,Sedgwick County,2018,49.1,25048,2350,390
Colorado,Weld County,2018,34.3,30626,295123,30574
Colorado,Custer County,2018,58.4,26976,4640,703
Colorado,Costilla County,2018,51.3,20715,3687,1111
Colorado,Douglas County,2018,38.4,51017,328614,11333
Colorado,Lake County,2018,37.8,28062,7585,1232
Colorado,La Plata County,2018,39.9,37864,55101,4609
Colorado,Pitkin County,2018,42,56180,17909,1289
Colorado,Rio Grande County,2018,41.5,22413,11351,1890
Colorado,Bent County,2018,41,14777,5809,912
Colorado,Crowley County,2018,35.6,14988,5630,1261
Colorado,San Juan County,2018,52.1,33984,544,25
Colorado,Larimer County,2018,35.9,35390,338161,39489
Colorado,Logan County,2018,38.4,25776,21689,3117
Colorado,San Miguel County,2018,41.5,45396,7968,708
Colorado,Teller County,2018,49.9,34392,24113,1980
Colorado,Elbert County,2018,46.1,43349,25162,1110
Colorado,Las Animas County,2018,46.1,25118,14179,2426
Colorado,Lincoln County,2018,37.9,16219,5548,475
Colorado,Summit County,2018,39.1,38310,30429,3075
Colorado,Alamosa County,2018,30.4,21328,16444,3635
Colorado,Delta County,2018,47.6,24886,30346,5145
Colorado,Fremont County,2018,44.9,21965,47002,5547
Illinois,Stephenson County,2018,45.1,27453,45433,6435
Illinois,Wayne County,2018,43.3,26362,16487,2303
Illinois,Woodford County,2018,40,35104,38817,2737
Illinois,Franklin County,2018,42.3,23510,39127,7517
Florida,Lafayette County,2018,39.1,19870,8744,1444
Florida,Lake County,2018,46.8,27052,335362,41335
Florida,Nassau County,2018,45,35335,80578,8167
Florida,Pinellas County,2018,47.8,33478,957875,123097
Florida,Polk County,2018,40.3,23812,668671,108755
Florida,St. Lucie County,2018,44.8,25736,305591,45516
Florida,Glades County,2018,47.2,21020,13363,2061
Florida,Hendry County,2018,33.9,18900,40127,10584
Florida,Indian River County,2018,52.9,35172,150984,18162
Florida,Jackson County,2018,41.6,18882,48472,8345
Florida,St. Johns County,2018,43.4,41393,235503,19660
Florida,Seminole County,2018,39.2,33419,455086,51442
Florida,Bay County,2018,39.4,28017,182482,26376
Florida,Flagler County,2018,50.9,27689,107139,12575
Florida,Gulf County,2018,44.3,21255,16055,1900
Florida,Liberty County,2018,40.3,17197,8365,906
Florida,Osceola County,2018,35.8,21331,338619,54789
Florida,Walton County,2018,43.7,33731,65858,9361
Florida,Gadsden County,2018,40.7,20158,46017,10482
Florida,Jefferson County,2018,47.2,23448,14105,1662
Florida,Marion County,2018,48.6,24570,348371,56264
Florida,Hardee County,2018,35.1,18257,27228,6775
Florida,Okeechobee County,2018,41.1,19943,40572,8495
Florida,Orange County,2018,34.9,28859,1321194,207125
Florida,Gilchrist County,2018,42.5,21379,17615,2906
Florida,Suwannee County,2018,42.5,21755,43924,7530
Florida,Alachua County,2018,31.3,27896,263148,54072
Florida,Calhoun County,2018,40.2,18921,14444,1509
Florida,Charlotte County,2018,58.6,30528,176954,19252
Florida,Dixie County,2018,47.3,20527,16437,3398
Florida,Martin County,2018,51.9,40389,157581,16212
Florida,Sarasota County,2018,55.5,39364,412144,39255
Florida,Manatee County,2018,48,32070,373853,46034
Florida,Citrus County,2018,56.2,25983,143087,23437
Florida,Baker County,2018,37.6,24070,27785,3664
Florida,Santa Rosa County,2018,39.7,30904,170442,16119
Florida,Leon County,2018,30.7,29754,288102,56104
Florida,Broward County,2018,40.1,31464,1909151,255214
Florida,Monroe County,2018,47.3,43477,76325,8855
Florida,Hernando County,2018,48.9,24551,182696,25718
Florida,Hillsborough County,2018,36.9,31173,1378883,207962
Florida,Taylor County,2018,41.7,16919,22098,3568
Florida,Wakulla County,2018,40.7,24322,31877,3272
Georgia,McDuffie County,2018,37.6,21384,21498,5291
Georgia,Morgan County,2018,44.5,30587,18235,1883
Georgia,Heard County,2018,41.5,21796,11677,1787
Georgia,Dougherty County,2018,35.1,21180,91049,25651
Indiana,Tipton County,2018,44.9,30026,15218,1211
Indiana,Vigo County,2018,36.2,24254,107693,18545
Indiana,Warrick County,2018,40.9,35915,61928,4639
Indiana,DeKalb County,2018,39.1,27036,42704,4536
Indiana,LaGrange County,2018,31.4,23626,38942,2806
Indiana,Rush County,2018,41.6,24900,16704,2807
Indiana,Boone County,2018,38,44712,64321,3441
Indiana,Lake County,2018,38.7,27660,486849,79069
Indiana,Montgomery County,2018,40.5,26184,38276,3693
Indiana,Adams County,2018,33.4,22514,35195,5767
Indiana,Fayette County,2018,42.6,23627,23259,4221
Illinois,McDonough County,2018,32.1,23299,30875,5993
Illinois,McHenry County,2018,40.2,38047,307789,21649
Illinois,Moultrie County,2018,40.3,28391,14703,1321
Illinois,Pike County,2018,42.3,24162,15754,2114
Illinois,Pope County,2018,53.7,22343,4249,537
Illinois,St. Clair County,2018,38.3,29541,263463,42410
Illinois,Shelby County,2018,44.8,25320,21832,2423
Illinois,Champaign County,2018,29.9,29683,209448,40411
Illinois,Calhoun County,2018,46.7,27314,4858,601
Illinois,Ford County,2018,43,28002,13398,2048
Illinois,Kane County,2018,37,34924,530839,52281
Illinois,Kendall County,2018,34.9,34423,124626,6598
Illinois,Brown County,2018,39,22279,6675,482
Illinois,Marion County,2018,42.1,24727,38084,6630
Illinois,Mason County,2018,45.3,27111,13778,2080
Illinois,Iroquois County,2018,44.5,26976,28169,3849
Illinois,Clay County,2018,42.7,25821,13338,2100
Illinois,Gallatin County,2018,45.3,25572,5157,1005
Illinois,Monroe County,2018,42.6,39988,33936,1673
Illinois,Union County,2018,43.7,25416,17127,3056
Illinois,Winnebago County,2018,39.6,28250,286174,43932
Illinois,Pulaski County,2018,44.1,20317,5611,1048
Illinois,Schuyler County,2018,45.8,23068,7064,1468
Illinois,Edgar County,2018,44.6,27701,17539,2125
Illinois,Boone County,2018,38.4,30725,53606,5843
Illinois,Bureau County,2018,44,29126,33381,4152
Illinois,Coles County,2018,35.2,26790,51736,10323
Illinois,Crawford County,2018,42,26713,19088,1970
Illinois,Putnam County,2018,47.9,34144,5746,501
Illinois,De Witt County,2018,43.1,29402,16042,1739
Illinois,Lee County,2018,43.4,29249,34527,3392
Illinois,Macoupin County,2018,43.6,28050,45719,5965
Illinois,Richland County,2018,41.9,26038,15881,2336
Illinois,Washington County,2018,43.4,32394,14155,1139
Virginia,Richmond city,2018,33.8,31635,223787,52298
Virginia,Essex County,2018,46,26603,11036,1500
Virginia,Tazewell County,2018,44.9,23366,42080,6550
Virginia,Manassas Park city,2018,35.3,31420,16423,1583
Virginia,Sussex County,2018,39.8,18363,11486,1382
Virginia,Manassas city,2018,33.7,31638,41457,3551
Virginia,Salem city,2018,41.3,31274,25519,2095
Virginia,Charlotte County,2018,45.8,20585,12095,2859
Virginia,Greensville County,2018,39.8,17500,11659,1407
Washington,Thurston County,2018,39,33901,274684,29718
Washington,Columbia County,2018,49.4,31206,4001,456
Washington,Klickitat County,2018,46.6,26128,21396,3185
Washington,Grays Harbor County,2018,43.7,25374,71967,10980
Washington,Wahkiakum County,2018,54.3,29452,4189,323
Washington,Grant County,2018,32.7,23633,94860,13543
Washington,Snohomish County,2018,37.8,37671,786620,62597
West Virginia,Summers County,2018,48.2,20784,13018,2769
West Virginia,Greenbrier County,2018,45.4,23936,35347,6228
West Virginia,Mineral County,2018,43.9,23546,27278,3845
West Virginia,Lewis County,2018,42.9,22575,16276,3361
West Virginia,Pocahontas County,2018,48.7,24109,8531,1372
Kentucky,Lincoln County,2018,40.5,20212,24458,5752
Kentucky,Monroe County,2018,41.6,23025,10634,2546
Indiana,Clay County,2018,40.9,25290,26268,3599
Indiana,Dubois County,2018,40.4,28932,42418,4561
Indiana,Franklin County,2018,42,27557,22842,1905
Indiana,Hancock County,2018,39.9,32730,73830,5200
Indiana,Howard County,2018,41.7,27297,82387,12897
Indiana,Ohio County,2018,47.5,29368,5887,350
Indiana,Parke County,2018,41.8,23052,16996,2280
Indiana,Randolph County,2018,42.4,23539,25076,3899
Indiana,Benton County,2018,40.5,23322,8667,1381
Indiana,Brown County,2018,49.2,33617,15034,1402
Indiana,Putnam County,2018,37.9,24627,37559,3968
Indiana,Washington County,2018,41.5,24048,27827,3601
Indiana,Daviess County,2018,34.7,22548,32937,4110
Indiana,Henry County,2018,42.2,23851,48483,6902
Indiana,Knox County,2018,38,24581,37409,6009
Indiana,Madison County,2018,40.3,24625,129505,21162
Indiana,Pike County,2018,43.7,26584,12411,1392
Indiana,Pulaski County,2018,41.2,24695,12660,1713
Indiana,Steuben County,2018,43.2,28429,34474,3613
New York,Orange County,2018,36.9,33472,378227,43543
North Carolina,Haywood County,2018,47.6,29453,60433,8304
Wisconsin,Dunn County,2018,34.3,27107,44498,5050
Wisconsin,Grant County,2018,35.7,24974,51828,7135
Wisconsin,Sheboygan County,2018,41.3,30151,115205,8540
Wisconsin,Menominee County,2018,31.7,20538,4579,1474
Wisconsin,Buffalo County,2018,46,29613,13167,1224
Wisconsin,La Crosse County,2018,35.8,31001,117850,14874
Wisconsin,Marathon County,2018,40.6,31879,135264,12468
Wisconsin,Trempealeau County,2018,40.5,27733,29438,2480
Wisconsin,Dodge County,2018,42.5,28543,87776,7217
Wisconsin,Vilas County,2018,54.1,31206,21593,2910
Wisconsin,Manitowoc County,2018,44.7,28803,79407,8303
Wisconsin,Burnett County,2018,52.5,28424,15258,2050
Wisconsin,Door County,2018,52.4,36155,27439,2236
Wisconsin,Fond du Lac County,2018,41.5,30454,102315,8920
Wisconsin,Pepin County,2018,46.3,29227,7262,903
Wisconsin,Richland County,2018,45.1,26379,17539,2377
Wisconsin,Waushara County,2018,49,27347,24116,2580
Wisconsin,Lafayette County,2018,41.4,28198,16735,1782
Wisconsin,Pierce County,2018,36.8,32525,41603,3791
Wisconsin,Calumet County,2018,40.1,34015,49807,2826
Wisconsin,Kenosha County,2018,38.2,30740,168330,22308
Wyoming,Johnson County,2018,45.5,34885,8515,960
Wyoming,Laramie County,2018,36.9,32920,97692,9540
Wyoming,Teton County,2018,39.3,53703,23059,1619
Texas,San Jacinto County,2018,44.7,21808,27819,4107
Texas,Upshur County,2018,40.9,24458,40769,5328
Texas,Waller County,2018,29,24495,49987,7697
Missouri,Cooper County,2018,39,22895,17622,1899
Missouri,Gentry County,2018,41.5,21059,6665,1129
Missouri,Mississippi County,2018,40.4,18462,13748,2996
Missouri,Ozark County,2018,51.3,18818,9236,2384
Missouri,Bollinger County,2018,44.1,20949,12281,2074
Missouri,Knox County,2018,44,22020,3951,741
Missouri,Montgomery County,2018,44,22980,11545,1905
Missouri,Stoddard County,2018,41.4,22205,29512,4670
Missouri,Audrain County,2018,39.7,21819,25735,3589
Missouri,Greene County,2018,36,26378,288429,49504
Kentucky,Ohio County,2018,40.6,24231,24071,4847
Kentucky,Union County,2018,37.6,22027,14802,3196
Kentucky,Webster County,2018,41.1,21880,13155,2822
Texas,Somervell County,2018,40.9,26523,8743,2097
Texas,Hardin County,2018,39,29108,56379,7010
Texas,Leon County,2018,45,32130,17098,2824
Texas,Newton County,2018,44.3,21144,14057,2853
Texas,Reeves County,2018,35.6,20876,15125,1482
Texas,Travis County,2018,33.9,41049,1203166,154741
Texas,Collingsworth County,2018,39.2,22880,2996,467
Texas,Erath County,2018,30,25290,41482,8359
Texas,Motley County,2018,38.3,26103,1156,111
Texas,Coleman County,2018,46.5,27842,8391,1619
Texas,Medina County,2018,39.3,26274,49334,4855
Texas,Henderson County,2018,43.9,25280,80460,13782
Texas,Lamar County,2018,40.8,23833,49532,8685
Texas,Kimble County,2018,52.9,28899,4408,928
Texas,Washington County,2018,41.6,29604,34796,4523
Texas,Stephens County,2018,38.6,24405,9372,2003
Texas,Andrews County,2018,31.2,31190,17818,1835
Texas,Gonzales County,2018,36.5,26618,20667,3189
Texas,Lynn County,2018,38.2,25279,5808,1090
Texas,Zapata County,2018,29.6,17228,14369,5609
Texas,Hood County,2018,46.7,32727,56901,6027
Texas,King County,2018,46.5,31564,228,20
Texas,Cherokee County,2018,37.8,21520,51903,8878
Texas,Delta County,2018,42.3,25004,5215,1218
Texas,Jones County,2018,38.5,17673,19891,1802
Kentucky,Martin County,2018,39.3,15492,11919,2763
Texas,Jim Wells County,2018,34.8,21274,41192,9336
Texas,Dallam County,2018,31.6,26844,7243,1001
Texas,Fort Bend County,2018,36,39472,739342,57565
Texas,Irion County,2018,44.1,31449,1524,226
Texas,Willacy County,2018,33.6,14207,21754,6657
Texas,Dawson County,2018,33,21543,12964,2520
Texas,Burleson County,2018,42.6,28732,17863,2198
Texas,Nueces County,2018,35.3,27649,360486,57686
Texas,Rains County,2018,48.3,26165,11473,1261
Texas,Real County,2018,55,21109,3389,751
Texas,Sterling County,2018,44.9,28997,1141,39
Texas,Carson County,2018,40.3,32917,6032,378
Texas,Freestone County,2018,40.4,24083,19709,3105
Texas,Hardeman County,2018,42.4,22938,3952,494
Texas,Briscoe County,2018,46.3,24286,1546,238
Texas,Liberty County,2018,35.7,22757,81862,11047
Texas,Loving County,2018,55.4,23546,102,19
Texas,Robertson County,2018,40.9,25465,16890,2094
Texas,Rusk County,2018,38.5,24842,53595,6212
Texas,Trinity County,2018,48.7,22265,14569,2328
Texas,Bandera County,2018,52.1,28539,21763,3219
Texas,Childress County,2018,30.9,20234,7226,844
Texas,Comal County,2018,42,36899,135097,10997
Minnesota,Itasca County,2018,46.1,28636,45203,5856
Minnesota,Pope County,2018,45.9,32943,10980,784
Minnesota,Stevens County,2018,33.3,31694,9784,1486
Minnesota,Swift County,2018,44,30208,9411,1223
Minnesota,Cottonwood County,2018,42.6,27209,11372,1386
Minnesota,Scott County,2018,36.1,39952,143372,8218
Minnesota,Wabasha County,2018,45.2,33664,21500,1267
Missouri,St. Clair County,2018,49.9,22672,9383,1591
Missouri,Schuyler County,2018,39.3,19316,4502,690
South Dakota,Codington County,2018,38.8,29992,27993,3415
South Dakota,Butte County,2018,40.5,26702,10177,1199
