county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng
Georgetown,Georgetown,Georgetown County,45043,SC,South Carolina,33.4343,-79.3324
Stanly,Stanly,Stanly County,37167,NC,North Carolina,35.3119,-80.251
Liberty,Liberty,Liberty County,13179,GA,Georgia,31.8282,-81.4949
Pender,Pender,Pender County,37141,NC,North Carolina,34.5248,-77.9051
Haywood,Haywood,Haywood County,37087,NC,North Carolina,35.556,-82.9822
Knox,Knox,Knox County,39083,OH,Ohio,40.3988,-82.4215
Herkimer,Herkimer,Herkimer County,36043,NY,New York,43.4197,-74.9625
Tipton,Tipton,Tipton County,47167,TN,Tennessee,35.4973,-89.7566
Garfield,Garfield,Garfield County,40047,OK,Oklahoma,36.3791,-97.7827
San Benito,San Benito,San Benito County,6069,CA,California,36.6057,-121.075
Hall,Hall,Hall County,31079,NE,Nebraska,40.8726,-98.5022
Washington,Washington,Washington County,36115,NY,New York,43.3137,-73.4308
Belknap,Belknap,Belknap County,33001,NH,New Hampshire,43.5179,-71.4227
Lee,Lee,Lee County,37105,NC,North Carolina,35.4752,-79.1715
Barry,Barry,Barry County,26015,MI,Michigan,42.595,-85.309
Pittsylvania,Pittsylvania,Pittsylvania County,51143,VA,Virginia,36.8213,-79.3971
St. Joseph,St. Joseph,St. Joseph County,26149,MI,Michigan,41.9144,-85.5278
Walla Walla,Walla Walla,Walla Walla County,53071,WA,Washington,46.2298,-118.4784
Bradford,Bradford,Bradford County,42015,PA,Pennsylvania,41.7887,-76.5154
Laurel,Laurel,Laurel County,21125,KY,Kentucky,37.1107,-84.1178
Washington,Washington,Washington County,39167,OH,Ohio,39.4553,-81.4953
Hood,Hood,Hood County,48221,TX,Texas,32.4299,-97.8323
Cumberland,Cumberland,Cumberland County,47035,TN,Tennessee,35.9504,-84.9984
Columbia,Columbia,Columbia County,36021,NY,New York,42.2501,-73.6318
Lawrence,Lawrence,Lawrence County,39087,OH,Ohio,38.5984,-82.5368
Granville,Granville,Granville County,37077,NC,North Carolina,36.304,-78.6527
Vermilion,Vermilion,Vermilion Parish,22113,LA,Louisiana,29.8466,-92.3237
Garfield,Garfield,Garfield County,8045,CO,Colorado,39.5993,-107.904
Otsego,Otsego,Otsego County,36077,NY,New York,42.6337,-75.0326
Mercer,Mercer,Mercer County,54055,WV,West Virginia,37.4055,-81.1114
Duplin,Duplin,Duplin County,37061,NC,North Carolina,34.9365,-77.933
Lowndes,Lowndes,Lowndes County,28087,MS,Mississippi,33.4729,-88.4433
Lincoln,Lincoln,Lincoln County,46083,SD,South Dakota,43.2789,-96.7218
Kenai Peninsula,Kenai Peninsula,Kenai Peninsula Borough,2122,AK,Alaska,60.2654,-151.5652
Sandusky,Sandusky,Sandusky County,39143,OH,Ohio,41.3562,-83.1464
Pike,Pike,Pike County,21195,KY,Kentucky,37.4691,-82.3958
Rutland,Rutland,Rutland County,50021,VT,Vermont,43.5802,-73.0366
Otter Tail,Otter Tail,Otter Tail County,27111,MN,Minnesota,46.4088,-95.708
Washington,Washington,Washington County,50023,VT,Vermont,44.2734,-72.6148
Newton,Newton,Newton County,29145,MO,Missouri,36.9055,-94.3393
Huron,Huron,Huron County,39077,OH,Ohio,41.1463,-82.598
Pickaway,Pickaway,Pickaway County,39129,OH,Ohio,39.6419,-83.0244
Maverick,Maverick,Maverick County,48323,TX,Texas,28.7426,-100.3145
Russell,Russell,Russell County,1113,AL,Alabama,32.2884,-85.1849
Anderson,Anderson,Anderson County,48001,TX,Texas,31.8133,-95.6525
Union,Union,Union County,39159,OH,Ohio,40.2994,-83.3716
Eddy,Eddy,Eddy County,35015,NM,New Mexico,32.4715,-104.3044
Gordon,Gordon,Gordon County,13129,GA,Georgia,34.5032,-84.8759
Blount,Blount,Blount County,1009,AL,Alabama,33.9809,-86.5674
Oxford,Oxford,Oxford County,23017,ME,Maine,44.4998,-70.7566
Lincoln,Lincoln,Lincoln County,29113,MO,Missouri,39.058,-90.96
Genesee,Genesee,Genesee County,36037,NY,New York,43.0009,-78.1937
Jackson,Jackson,Jackson County,17077,IL,Illinois,37.7851,-89.3821
Hardin,Hardin,Hardin County,48199,TX,Texas,30.3324,-94.3902
Columbia,Columbia,Columbia County,55021,WI,Wisconsin,43.4666,-89.3337
Cherokee,Cherokee,Cherokee County,45021,SC,South Carolina,35.0481,-81.6206
Jefferson,Jefferson,Jefferson County,54037,WV,West Virginia,39.3076,-77.8628
Hawkins,Hawkins,Hawkins County,47073,TN,Tennessee,36.4412,-82.9447
Putnam,Putnam,Putnam County,54079,WV,West Virginia,38.5086,-81.909
Carter,Carter,Carter County,47019,TN,Tennessee,36.2928,-82.1275
Lenoir,Lenoir,Lenoir County,37107,NC,North Carolina,35.2388,-77.6412
Marion,Marion,Marion County,54049,WV,West Virginia,39.51,-80.2434
Franklin,Franklin,Franklin County,51067,VA,Virginia,36.992,-79.881
La Plata,La Plata,La Plata County,8067,CO,Colorado,37.2866,-107.8433
Coffee,Coffee,Coffee County,47031,TN,Tennessee,35.4906,-86.0748
Van Zandt,Van Zandt,Van Zandt County,48467,TX,Texas,32.5637,-95.8365
Scott,Scott,Scott County,21209,KY,Kentucky,38.2915,-84.5839
Chisago,Chisago,Chisago County,27025,MN,Minnesota,45.5025,-92.9084
Watauga,Watauga,Watauga County,37189,NC,North Carolina,36.2311,-81.6964
Lyon,Lyon,Lyon County,32019,NV,Nevada,39.0206,-119.189
Pike,Pike,Pike County,42103,PA,Pennsylvania,41.332,-75.0338
Columbus,Columbus,Columbus County,37047,NC,North Carolina,34.2656,-78.655
Autauga,Autauga,Autauga County,1001,AL,Alabama,32.5349,-86.6427
Whiteside,Whiteside,Whiteside County,17195,IL,Illinois,41.7563,-89.9141
Taney,Taney,Taney County,29213,MO,Missouri,36.6548,-93.0412
Pearl River,Pearl River,Pearl River County,28109,MS,Mississippi,30.7688,-89.5896
Campbell,Campbell,Campbell County,51031,VA,Virginia,37.2054,-79.0965
Grady,Grady,Grady County,40051,OK,Oklahoma,35.0169,-97.8841
Seneca,Seneca,Seneca County,39147,OH,Ohio,41.1239,-83.1277
Carson City,Carson City,Carson City,32510,NV,Nevada,39.1511,-119.7476
Windsor,Windsor,Windsor County,50027,VT,Vermont,43.5799,-72.5863
Eagle,Eagle,Eagle County,8037,CO,Colorado,39.6278,-106.6953
Colbert,Colbert,Colbert County,1033,AL,Alabama,34.7005,-87.805
Box Elder,Box Elder,Box Elder County,49003,UT,Utah,41.521,-113.0821
Hancock,Hancock,Hancock County,23009,ME,Maine,44.6643,-68.3585
Hoke,Hoke,Hoke County,37093,NC,North Carolina,35.0175,-79.2373
Saline,Saline,Saline County,20169,KS,Kansas,38.7838,-97.65
Jefferson,Jefferson,Jefferson County,47089,TN,Tennessee,36.051,-83.4463
Tuolumne,Tuolumne,Tuolumne County,6109,CA,California,38.0276,-119.9548
Lafayette,Lafayette,Lafayette County,28071,MS,Mississippi,34.3568,-89.485
Washington,Washington,Washington County,51191,VA,Virginia,36.7244,-81.9598
Rusk,Rusk,Rusk County,48401,TX,Texas,32.1077,-94.7618
Camden,Camden,Camden County,13039,GA,Georgia,30.9306,-81.6699
Johnson,Johnson,Johnson County,29101,MO,Missouri,38.7441,-93.8064
Gila,Gila,Gila County,4007,AZ,Arizona,33.7997,-110.8116
Waller,Waller,Waller County,48473,TX,Texas,30.0108,-95.9876
St. Martin,St. Martin,St. Martin Parish,22099,LA,Louisiana,30.1291,-91.6082
Harrisonburg,Harrisonburg,Harrisonburg City,51660,VA,Virginia,38.4362,-78.8735
Ashland,Ashland,Ashland County,39005,OH,Ohio,40.846,-82.2707
Jessamine,Jessamine,Jessamine County,21113,KY,Kentucky,37.8721,-84.5809
Fulton,Fulton,Fulton County,36035,NY,New York,43.1138,-74.4222
McMinn,McMinn,McMinn County,47107,TN,Tennessee,35.4247,-84.6175
Roane,Roane,Roane County,47145,TN,Tennessee,35.8479,-84.5232
Boone,Boone,Boone County,17007,IL,Illinois,42.3231,-88.8234
Dickson,Dickson,Dickson County,47043,TN,Tennessee,36.149,-87.3567
Loudon,Loudon,Loudon County,47105,TN,Tennessee,35.7348,-84.3119
Iron,Iron,Iron County,49021,UT,Utah,37.8592,-113.2895
St. Charles,St. Charles,St. Charles Parish,22089,LA,Louisiana,29.9055,-90.3582
Tuscola,Tuscola,Tuscola County,26157,MI,Michigan,43.4641,-83.4167
Elko,Elko,Elko County,32007,NV,Nevada,41.1458,-115.3577
Pulaski,Pulaski,Pulaski County,29169,MO,Missouri,37.8246,-92.2077
Cherokee,Cherokee,Cherokee County,48073,TX,Texas,31.837,-95.1652
Coffee,Coffee,Coffee County,1031,AL,Alabama,31.4026,-85.9882
Kerr,Kerr,Kerr County,48265,TX,Texas,30.0615,-99.35
Columbia,Columbia,Columbia County,41009,OR,Oregon,45.9438,-123.0883
Edgecombe,Edgecombe,Edgecombe County,37065,NC,North Carolina,35.9129,-77.5971
Washington,Washington,Washington County,40147,OK,Oklahoma,36.7152,-95.9044
Worcester,Worcester,Worcester County,24047,MD,Maryland,38.2128,-75.334
Culpeper,Culpeper,Culpeper County,51047,VA,Virginia,38.486,-77.9558
Jackson,Jackson,Jackson County,1071,AL,Alabama,34.7795,-85.9993
Cass,Cass,Cass County,26027,MI,Michigan,41.9154,-85.9935
Grant,Grant,Grant County,55043,WI,Wisconsin,42.8675,-90.7062
Darke,Darke,Darke County,39037,OH,Ohio,40.1333,-84.6194
Venango,Venango,Venango County,42121,PA,Pennsylvania,41.401,-79.758
Wayne,Wayne,Wayne County,42127,PA,Pennsylvania,41.6487,-75.3033
Coles,Coles,Coles County,17029,IL,Illinois,39.5203,-88.2218
Henry,Henry,Henry County,51089,VA,Virginia,36.6828,-79.874
Waupaca,Waupaca,Waupaca County,55135,WI,Wisconsin,44.4705,-88.9648
Medina,Medina,Medina County,48325,TX,Texas,29.3557,-99.1101
Warren,Warren,Warren County,19181,IA,Iowa,41.3344,-93.5614
Grundy,Grundy,Grundy County,17063,IL,Illinois,41.2851,-88.4185
Ogle,Ogle,Ogle County,17141,IL,Illinois,42.0426,-89.3207
Winona,Winona,Winona County,27169,MN,Minnesota,43.9868,-91.7792
Franklin,Franklin,Franklin County,21073,KY,Kentucky,38.2392,-84.8771
Halifax,Halifax,Halifax County,37083,NC,North Carolina,36.2574,-77.6517
Somerset,Somerset,Somerset County,23025,ME,Maine,45.5139,-69.9589
Franklin,Franklin,Franklin County,36033,NY,New York,44.5929,-74.3038
Atascosa,Atascosa,Atascosa County,48013,TX,Texas,28.8935,-98.5272
Queen Anne's,Queen Anne's,Queen Anne's County,24035,MD,Maryland,39.0673,-76.0208
Polk,Polk,Polk County,48373,TX,Texas,30.7927,-94.83
Wilson,Wilson,Wilson County,48493,TX,Texas,29.174,-98.0866
Knox,Knox,Knox County,17095,IL,Illinois,40.9318,-90.2132
St. Mary,St. Mary,St. Mary Parish,22101,LA,Louisiana,29.7206,-91.4485
Calumet,Calumet,Calumet County,55015,WI,Wisconsin,44.0816,-88.2181
Le Flore,Le Flore,Le Flore County,40079,OK,Oklahoma,34.9003,-94.7034
Lamar,Lamar,Lamar County,48277,TX,Texas,33.6673,-95.5712
Dearborn,Dearborn,Dearborn County,18029,IN,Indiana,39.1452,-84.9732
Buffalo,Buffalo,Buffalo County,31019,NE,Nebraska,40.8552,-99.075
Oktibbeha,Oktibbeha,Oktibbeha County,28105,MS,Mississippi,33.4249,-88.8793
Whitman,Whitman,Whitman County,53075,WA,Washington,46.9012,-117.523
Curry,Curry,Curry County,35009,NM,New Mexico,34.5742,-103.347
Navarro,Navarro,Navarro County,48349,TX,Texas,32.0469,-96.4725
Lincoln,Lincoln,Lincoln County,41041,OR,Oregon,44.642,-123.8682
Vernon,Vernon,Vernon Parish,22115,LA,Louisiana,31.1083,-93.1843
Montgomery,Montgomery,Montgomery County,36057,NY,New York,42.9023,-74.4397
Dale,Dale,Dale County,1045,AL,Alabama,31.4318,-85.611
Franklin,Franklin,Franklin County,50011,VT,Vermont,44.8578,-72.913
Gibson,Gibson,Gibson County,47053,TN,Tennessee,35.9966,-88.9326
Henry,Henry,Henry County,17073,IL,Illinois,41.3531,-90.1314
Val Verde,Val Verde,Val Verde County,48465,TX,Texas,29.893,-101.1517
Bedford,Bedford,Bedford County,47003,TN,Tennessee,35.5138,-86.4589
Cherokee,Cherokee,Cherokee County,40021,OK,Oklahoma,35.9067,-94.9997
Newaygo,Newaygo,Newaygo County,26123,MI,Michigan,43.5542,-85.8009
Bristol,Bristol,Bristol County,44001,RI,Rhode Island,41.7173,-71.284
Shelby,Shelby,Shelby County,39149,OH,Ohio,40.3315,-84.2047
Douglas,Douglas,Douglas County,32005,NV,Nevada,38.9123,-119.6162
Carroll,Carroll,Carroll County,33003,NH,New Hampshire,43.8738,-71.2031
Tioga,Tioga,Tioga County,36107,NY,New York,42.1703,-76.3063
Crittenden,Crittenden,Crittenden County,5035,AR,Arkansas,35.2057,-90.3078
Carter,Carter,Carter County,40019,OK,Oklahoma,34.2509,-97.2858
Henry,Henry,Henry County,18065,IN,Indiana,39.931,-85.3964
Bedford,Bedford,Bedford County,42009,PA,Pennsylvania,40.0065,-78.4903
Shelby,Shelby,Shelby County,21211,KY,Kentucky,38.2154,-85.1948
Fremont,Fremont,Fremont County,8043,CO,Colorado,38.4731,-105.4395
Noble,Noble,Noble County,18113,IN,Indiana,41.3986,-85.4175
Cortland,Cortland,Cortland County,36023,NY,New York,42.595,-76.0703
Burnet,Burnet,Burnet County,48053,TX,Texas,30.7884,-98.1823
Chenango,Chenango,Chenango County,36017,NY,New York,42.4935,-75.6116
Jackson,Jackson,Jackson County,12063,FL,Florida,30.7954,-85.2155
Laurens,Laurens,Laurens County,13175,GA,Georgia,32.4636,-82.9222
Logan,Logan,Logan County,40083,OK,Oklahoma,35.9193,-97.4433
Boyd,Boyd,Boyd County,21019,KY,Kentucky,38.3596,-82.6877
Hancock,Hancock,Hancock County,28045,MS,Mississippi,30.416,-89.4885
Greene,Greene,Greene County,36039,NY,New York,42.2765,-74.1227
Bryan,Bryan,Bryan County,40013,OK,Oklahoma,33.9623,-96.2598
Charlottesville,Charlottesville,Charlottesville City,51540,VA,Virginia,38.0375,-78.4855
Beaufort,Beaufort,Beaufort County,37013,NC,North Carolina,35.494,-76.8598
Lincoln,Lincoln,Lincoln Parish,22061,LA,Louisiana,32.6016,-92.6649
Kittitas,Kittitas,Kittitas County,53037,WA,Washington,47.1243,-120.6797
Osage,Osage,Osage County,40113,OK,Oklahoma,36.6292,-96.3985
Campbell,Campbell,Campbell County,56005,WY,Wyoming,44.2483,-105.5483
Beltrami,Beltrami,Beltrami County,27007,MN,Minnesota,47.9738,-94.9377
Clinton,Clinton,Clinton County,19045,IA,Iowa,41.898,-90.532
St. Bernard,St. Bernard,St. Bernard Parish,22087,LA,Louisiana,29.8692,-89.5552
Santa Cruz,Santa Cruz,Santa Cruz County,4023,AZ,Arizona,31.526,-110.8466
Monroe,Monroe,Monroe County,47123,TN,Tennessee,35.4426,-84.2527
Marshall,Marshall,Marshall County,18099,IN,Indiana,41.3248,-86.2618
Goodhue,Goodhue,Goodhue County,27049,MN,Minnesota,44.4097,-92.7229
Washington,Washington,Washington Parish,22117,LA,Louisiana,30.8533,-90.0405
Allegany,Allegany,Allegany County,36003,NY,New York,42.2574,-78.0276
Bingham,Bingham,Bingham County,16011,ID,Idaho,43.2166,-112.3981
Mifflin,Mifflin,Mifflin County,42087,PA,Pennsylvania,40.6104,-77.617
Monroe,Monroe,Monroe County,55081,WI,Wisconsin,43.9457,-90.6178
Perry,Perry,Perry County,42099,PA,Pennsylvania,40.3984,-77.2623
Warren,Warren,Warren County,28149,MS,Mississippi,32.3572,-90.852
Nelson,Nelson,Nelson County,21179,KY,Kentucky,37.8051,-85.466
Chesterfield,Chesterfield,Chesterfield County,45025,SC,South Carolina,34.6398,-80.1587
Calaveras,Calaveras,Calaveras County,6009,CA,California,38.2046,-120.5541
Camden,Camden,Camden County,29029,MO,Missouri,38.027,-92.766
Gadsden,Gadsden,Gadsden County,12039,FL,Florida,30.5795,-84.6136
Auglaize,Auglaize,Auglaize County,39011,OH,Ohio,40.5609,-84.2218
Hillsdale,Hillsdale,Hillsdale County,26059,MI,Michigan,41.8878,-84.5929
Stokes,Stokes,Stokes County,37169,NC,North Carolina,36.4019,-80.2397
Lawrence,Lawrence,Lawrence County,18093,IN,Indiana,38.8412,-86.4834
Henderson,Henderson,Henderson County,21101,KY,Kentucky,37.7958,-87.573
Nye,Nye,Nye County,32023,NV,Nevada,38.0424,-116.472
Colquitt,Colquitt,Colquitt County,13071,GA,Georgia,31.1884,-83.7688
Kendall,Kendall,Kendall County,48259,TX,Texas,29.9447,-98.7115
McDowell,McDowell,McDowell County,37111,NC,North Carolina,35.6817,-82.0493
Logan,Logan,Logan County,39091,OH,Ohio,40.3885,-83.7658
Macoupin,Macoupin,Macoupin County,17117,IL,Illinois,39.261,-89.9245
Stevens,Stevens,Stevens County,53065,WA,Washington,48.3991,-117.8552
Habersham,Habersham,Habersham County,13137,GA,Georgia,34.631,-83.5311
Greene,Greene,Greene County,5055,AR,Arkansas,36.1176,-90.559
Barron,Barron,Barron County,55005,WI,Wisconsin,45.4237,-91.8483
Itasca,Itasca,Itasca County,27061,MN,Minnesota,47.5095,-93.6319
Huntingdon,Huntingdon,Huntingdon County,42061,PA,Pennsylvania,40.4169,-77.9812
Washington,Washington,Washington County,28151,MS,Mississippi,33.2838,-90.9474
Baldwin,Baldwin,Baldwin County,13009,GA,Georgia,33.0693,-83.2496
Wood,Wood,Wood County,48499,TX,Texas,32.7864,-95.3821
Hopkins,Hopkins,Hopkins County,21107,KY,Kentucky,37.3088,-87.5408
Dunn,Dunn,Dunn County,55033,WI,Wisconsin,44.9466,-91.8964
Callaway,Callaway,Callaway County,29027,MO,Missouri,38.8355,-91.926
Union,Union,Union County,42119,PA,Pennsylvania,40.963,-77.0622
Richmond,Richmond,Richmond County,37153,NC,North Carolina,35.006,-79.7479
Bonner,Bonner,Bonner County,16017,ID,Idaho,48.3,-116.6011
Stephenson,Stephenson,Stephenson County,17177,IL,Illinois,42.3518,-89.6623
Delaware,Delaware,Delaware County,36025,NY,New York,42.1981,-74.9665
Vance,Vance,Vance County,37181,NC,North Carolina,36.3649,-78.4079
Phelps,Phelps,Phelps County,29161,MO,Missouri,37.8771,-91.7923
Shelby,Shelby,Shelby County,18145,IN,Indiana,39.5237,-85.7917
Thomas,Thomas,Thomas County,13275,GA,Georgia,30.8637,-83.9193
Suwannee,Suwannee,Suwannee County,12121,FL,Florida,30.1956,-82.9915
Madison,Madison,Madison County,39097,OH,Ohio,39.894,-83.4002
Chilton,Chilton,Chilton County,1021,AL,Alabama,32.8479,-86.7188
Jackson,Jackson,Jackson County,18071,IN,Indiana,38.9064,-86.0375
Kay,Kay,Kay County,40071,OK,Oklahoma,36.818,-97.1439
Barren,Barren,Barren County,21009,KY,Kentucky,36.9656,-85.9337
Pittsburg,Pittsburg,Pittsburg County,40121,OK,Oklahoma,34.9239,-95.7484
Holmes,Holmes,Holmes County,39075,OH,Ohio,40.5612,-81.9293
Lawrence,Lawrence,Lawrence County,47099,TN,Tennessee,35.2173,-87.3956
Jefferson,Jefferson,Jefferson County,42065,PA,Pennsylvania,41.1282,-78.9994
Polk,Polk,Polk County,55095,WI,Wisconsin,45.4614,-92.4413
Siskiyou,Siskiyou,Siskiyou County,6093,CA,California,41.5927,-122.5404
Miller,Miller,Miller County,5091,AR,Arkansas,33.3124,-93.8921
Brown,Brown,Brown County,39015,OH,Ohio,38.9338,-83.8673
Douglas,Douglas,Douglas County,55031,WI,Wisconsin,46.4329,-91.9161
Mecosta,Mecosta,Mecosta County,26107,MI,Michigan,43.6408,-85.3246
Shenandoah,Shenandoah,Shenandoah County,51171,VA,Virginia,38.8583,-78.5709
Jackson,Jackson,Jackson County,37099,NC,North Carolina,35.2876,-83.1408
Branch,Branch,Branch County,26023,MI,Michigan,41.9161,-85.059
Ravalli,Ravalli,Ravalli County,30081,MT,Montana,46.0817,-114.1207
Stephens,Stephens,Stephens County,40137,OK,Oklahoma,34.4856,-97.8515
Sweetwater,Sweetwater,Sweetwater County,56037,WY,Wyoming,41.6595,-108.8795
DeKalb,DeKalb,DeKalb County,18033,IN,Indiana,41.3976,-84.9991
Sullivan,Sullivan,Sullivan County,33019,NH,New Hampshire,43.3614,-72.2222
Fayette,Fayette,Fayette County,54019,WV,West Virginia,38.0288,-81.0812
Highland,Highland,Highland County,39071,OH,Ohio,39.1847,-83.601
Coffee,Coffee,Coffee County,13069,GA,Georgia,31.5493,-82.8492
St. John the Baptist,St. John the Baptist,St. John the Baptist Parish,22095,LA,Louisiana,30.1264,-90.4709
Kandiyohi,Kandiyohi,Kandiyohi County,27067,MN,Minnesota,45.1524,-95.0047
Caldwell,Caldwell,Caldwell County,48055,TX,Texas,29.8368,-97.6199
Delaware,Delaware,Delaware County,40041,OK,Oklahoma,36.4082,-94.8026
Muscatine,Muscatine,Muscatine County,19139,IA,Iowa,41.4839,-91.1127
Cerro Gordo,Cerro Gordo,Cerro Gordo County,19033,IA,Iowa,43.0816,-93.2608
Windham,Windham,Windham County,50025,VT,Vermont,42.9906,-72.7137
Chambers,Chambers,Chambers County,48071,TX,Texas,29.7384,-94.6101
Butler,Butler,Butler County,29023,MO,Missouri,36.7164,-90.4066
Davie,Davie,Davie County,37059,NC,North Carolina,35.9291,-80.5445
Dubois,Dubois,Dubois County,18037,IN,Indiana,38.3643,-86.8798
Douglas,Douglas,Douglas County,53017,WA,Washington,47.7361,-119.6918
Pettis,Pettis,Pettis County,29159,MO,Missouri,38.7283,-93.2851
Pierce,Pierce,Pierce County,55093,WI,Wisconsin,44.7194,-92.4224
Montrose,Montrose,Montrose County,8085,CO,Colorado,38.4022,-108.2694
Polk,Polk,Polk County,13233,GA,Georgia,34.0018,-85.1881
Erath,Erath,Erath County,48143,TX,Texas,32.2363,-98.218
Fulton,Fulton,Fulton County,39051,OH,Ohio,41.6018,-84.1301
Okanogan,Okanogan,Okanogan County,53047,WA,Washington,48.5488,-119.7408
Clinton,Clinton,Clinton County,39027,OH,Ohio,39.4149,-83.8084
Franklin,Franklin,Franklin County,47051,TN,Tennessee,35.155,-86.0922
Ohio,Ohio,Ohio County,54069,WV,West Virginia,40.0969,-80.6189
Sequoyah,Sequoyah,Sequoyah County,40135,OK,Oklahoma,35.4953,-94.7552
Summit,Summit,Summit County,49043,UT,Utah,40.8682,-110.9557
Baxter,Baxter,Baxter County,5005,AR,Arkansas,36.2872,-92.3369
Wharton,Wharton,Wharton County,48481,TX,Texas,29.2779,-96.2221
Okeechobee,Okeechobee,Okeechobee County,12093,FL,Florida,27.3864,-80.8886
Crawford,Crawford,Crawford County,39033,OH,Ohio,40.8508,-82.9198
Hendry,Hendry,Hendry County,12051,FL,Florida,26.5535,-81.1659
Mississippi,Mississippi,Mississippi County,5093,AR,Arkansas,35.7624,-90.0521
Upshur,Upshur,Upshur County,48459,TX,Texas,32.7363,-94.9415
Tazewell,Tazewell,Tazewell County,51185,VA,Virginia,37.125,-81.5606
Sanilac,Sanilac,Sanilac County,26151,MI,Michigan,43.4236,-82.8203
Mayes,Mayes,Mayes County,40097,OK,Oklahoma,36.3019,-95.2307
Manassas,Manassas,Manassas City,51683,VA,Virginia,38.7479,-77.4838
Mercer,Mercer,Mercer County,39107,OH,Ohio,40.5399,-84.6294
McKean,McKean,McKean County,42083,PA,Pennsylvania,41.8076,-78.569
Preble,Preble,Preble County,39135,OH,Ohio,39.7415,-84.648
Levy,Levy,Levy County,12075,FL,Florida,29.3184,-82.7436
Warren,Warren,Warren County,47177,TN,Tennessee,35.6787,-85.7785
Shawano,Shawano,Shawano County,55115,WI,Wisconsin,44.7891,-88.7654
Jim Wells,Jim Wells,Jim Wells County,48249,TX,Texas,27.7314,-98.0899
Tioga,Tioga,Tioga County,42117,PA,Pennsylvania,41.7722,-77.2543
Gratiot,Gratiot,Gratiot County,26057,MI,Michigan,43.2927,-84.6049
Danville,Danville,Danville City,51590,VA,Virginia,36.5831,-79.4088
Orleans,Orleans,Orleans County,36073,NY,New York,43.2521,-78.2312
Fayette,Fayette,Fayette County,47047,TN,Tennessee,35.1971,-89.4144
Susquehanna,Susquehanna,Susquehanna County,42115,PA,Pennsylvania,41.8214,-75.8007
Tift,Tift,Tift County,13277,GA,Georgia,31.4574,-83.5266
